"SITE_ID","YEAR","SEASON","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"MEV405","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","1.211","0.408","0.196","0.751","0.982","0.169","","","","",""
"GTH161","2023.0","WI","11/29/2022 09:00:00","02/28/2023 08:00:00","","","","","","","","","","",""
"NEC602","2023.0","WI","11/29/2022 09:00:00","02/28/2023 08:00:00","","","","","","","","","","",""
"EGB181","2016.0","SP","03/01/2016 09:00:00","05/31/2016 08:00:00","1.03","1.1","1.118","0.692","1.8","0.537","0.576","0.097","0.062","0.042","0.077"
"BUF603","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.469","0.324","0.282","0.272","0.549","0.173","0.056","0.023","0.008","0.009","0.014"
"MCK231","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","6.649","2.906","2.703","1.385","4.066","1.676","0.197","0.099","0.024","0.081","0.068"
"LAV410","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.255","0.269","0.152","0.211","0.36","0.106","0.046","0.062","0.014","0.025","0.035"
"KEF112","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","11.419","3.576","0.58","1.918","2.467","1.145","","","","",""
"ARE128","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","5.687","5.448","0.268","2.012","2.248","1.866","0.231","0.059","0.039","0.083","0.033"
"GRB411","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","0.285","0.55","0.163","0.401","0.558","0.202","0.184","0.048","0.022","0.021","0.02"
"DEV412","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","0.183","0.422","0.178","0.704","0.871","0.111","0.201","0.135","0.04","0.037","0.09"
"BFT142","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.386","1.252","0.927","0.337","1.258","0.252","0.184","1.262","0.165","0.095","1.575"
"CDZ171","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","7.424","2.567","1.687","1.645","3.306","1.128","0.256","0.11","0.034","0.055","0.044"
"SND152","2023.0","WI","11/29/2022 09:00:00","02/28/2023 08:00:00","","","","","","","","","","",""
"GRB411","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","0.096","0.255","0.165","0.12","0.283","0.111","0.081","0.043","0.009","0.015","0.061"
"BAS601","2022.0","SU","05/31/2022 09:00:00","08/30/2022 08:00:00","0.891","0.498","0.145","0.503","0.64","0.19","0.191","0.041","0.032","0.042","0.015"
"LYK123","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","3.129","2.588","1.766","1.605","3.346","1.224","0.443","0.071","0.088","0.082","0.039"
"COW137","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","0.399","5.52","0.063","0.47","0.525","1.861","0.058","0.028","0.016","0.089",""
"MCK131","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","1.868","4.253","0.319","1.512","1.807","1.501","0.262","0.07","0.043","0.098","0.032"
"CAN407","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","0.344","0.637","0.182","0.838","1.006","0.197","0.128","0.045","0.02","0.045","0.026"
"VIN140","1996.0","FA","09/03/1996 09:00:00","12/03/1996 08:00:00","9.981","4.468","2.223","1.814","4.009","1.836","","","","",""
"PSU106","1991.0","SU","06/04/1991 09:00:00","09/03/1991 08:00:00","10.518","11.214","0.493","3.598","4.034","3.548","","","","",""
"PED108","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.386","0.993","0.425","0.58","0.996","0.351","0.102","0.177","0.037","0.072","0.088"
"ONL102","1988.0","FA","08/30/1988 09:00:00","11/29/1988 08:00:00","","","","","","","","","","",""
"SPD111","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","2.85","2.288","1.43","0.843","2.26","1.073","0.248","0.123","0.032","0.073","0.064"
"WNC429","2020.0","SP","03/03/2020 09:00:00","06/02/2020 08:00:00","0.169","0.555","0.25","0.389","0.633","0.214","0.226","0.024","0.025","0.024","0.015"
"CVL151","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","2.283","4.145","0.392","0.993","1.369","1.286","0.192","0.173","0.041","0.088","0.047"
"DCP214","1992.0","FA","09/01/1992 09:00:00","12/01/1992 08:00:00","","","","","","","","","","",""
"CVL151","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","1.626","3.43","0.816","1.33","2.125","0.979","0.265","0.423","0.084","0.118","0.142"
"BBE401","2016.0","SP","03/01/2016 09:00:00","05/31/2016 08:00:00","0.572","1.886","0.438","0.476","0.906","0.576","0.637","0.16","0.051","0.068","0.047"
"LCW121","1993.0","SU","06/01/1993 09:00:00","08/31/1993 08:00:00","1.337","8.101","0.147","0.802","0.936","2.01","","","","",""
"SAL133","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","1.794","1.983","1.675","0.89","2.551","1.035","0.608","0.052","0.108","0.095","0.056"
"ASH135","1994.0","SP","03/01/1994 09:00:00","05/31/1994 08:00:00","1.122","1.673","0.233","0.412","0.639","0.398","","","","",""
"VIN140","1998.0","WI","12/02/1997 09:00:00","03/03/1998 08:00:00","15.764","4.093","4.165","1.86","5.995","2.491","","","","",""
"YOS404","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","0.871","1.219","0.48","1.666","2.119","0.471","","","","",""
"BFT142","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","4.549","3.162","1.468","1.34","2.786","0.912","","","","",""
"CAT175","2021.0","FA","08/31/2021 09:00:00","11/30/2021 08:00:00","","","","","","","","","","",""
"CDR119","1995.0","FA","08/29/1995 09:00:00","11/28/1995 08:00:00","3.971","4.516","0.308","1.223","1.512","1.448","","","","",""
"ONL102","1988.0","WI","12/01/1987 09:00:00","03/01/1988 08:00:00","","","","","","","","","","",""
"ANA115","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","2.763","2.356","1.179","1.068","2.23","0.969","0.282","0.067","0.069","0.065","0.079"
"LAV410","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","0.325","0.664","0.24","0.794","1.022","0.262","0.077","0.075","0.022","0.039","0.042"
"CAN407","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.159","0.514","0.209","0.788","0.984","0.204","0.371","0.065","0.046","0.07","0.033"
"WFM105","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.362","0.623","0.198","0.434","0.625","0.236","0.082","0.034","0.015","0.023","0.017"
"GRS420","2017.0","SP","02/28/2017 09:00:00","05/30/2017 08:00:00","0.461","1.061","0.29","0.804","1.081","0.29","0.152","0.171","0.04","0.061","0.057"
"ESP127","2000.0","SP","02/29/2000 09:00:00","05/30/2000 08:00:00","3.403","4.191","0.288","2.261","2.513","1.391","0.221","0.159","0.037","0.074",""
"PNF126","2004.0","SP","03/02/2004 09:00:00","06/01/2004 08:00:00","2.622","3.419","0.552","1.526","2.054","1.069","0.173","0.209","0.052","0.06","0.035"
"JOT403","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","0.398","0.486","1.526","1.404","2.908","0.457","0.137","0.115","0.022","0.027","0.037"
"MOR409","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","0.711","0.666","0.124","0.243","0.363","0.216","0.029","0.144","0.017","0.037",""
"BAS601","2022.0","WI","11/30/2021 09:00:00","03/01/2022 08:00:00","2.038","0.726","0.775","0.14","0.913","0.407","0.114","0.055","0.017","0.031","0.024"
"VOY413","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","1.759","1.512","1.459","0.794","2.24","0.802","0.074","0.113","0.026","0.031","0.043"
"PRK134","2021.0","WI","12/01/2020 09:00:00","03/02/2021 08:00:00","0.377","0.756","2.386","0.235","2.618","0.888","0.119","0.101","0.029","0.053","0.121"
"MEV405","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","0.846","0.407","0.174","0.954","1.112","0.16","0.082","0.032","0.009","0.012",""
"MOR409","1996.0","SP","02/27/1996 09:00:00","06/04/1996 08:00:00","0.827","0.768","0.211","0.245","0.451","0.2","","","","",""
"MAC426","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.474","1.713","0.254","0.873","1.113","0.559","0.192","0.068","0.035","0.104","0.034"
"ANA115","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","2.898","4.466","0.285","2.413","2.66","1.452","0.341","0.024","0.087","0.112",""
"GAS153","1997.0","WI","12/03/1996 09:00:00","03/04/1997 08:00:00","6.719","2.933","0.722","1.833","2.526","0.988","","","","",""
"PRK134","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","0.759","0.909","1.342","0.295","1.633","0.557","0.517","0.023","0.078","0.063","0.038"
"GRS420","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","7.37","2.237","0.774","2.643","3.375","0.8","0.159","0.094","0.025","0.043",""
"SAV164","1993.0","WI","12/01/1992 09:00:00","03/02/1993 08:00:00","0.331","0.596","0.656","0.35","1.001","0.302","","","","",""
"BWR139","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.711","1.308","1.195","0.797","1.979","0.446","0.205","0.514","0.092","0.075","0.336"
"GRB411","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","0.131","0.558","0.131","0.264","0.39","0.208","0.206","0.09","0.025","0.027","0.059"
"CND125","2021.0","FA","08/31/2021 09:00:00","11/30/2021 08:00:00","0.267","0.785","0.261","0.492","0.746","0.274","0.104","0.121","0.031","0.07","0.067"
"THR422","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","1.071","0.886","0.402","0.489","0.883","0.315","0.312","0.053","0.049","0.052","0.016"
"COW137","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","2.318","1.676","0.254","0.869","1.109","0.621","0.079","0.046","0.012","0.045",""
"BVL130","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","4.775","2.276","3.99","0.506","4.488","1.768","0.329","0.219","0.06","0.076","0.228"
"SAL133","1997.0","WI","12/03/1996 09:00:00","03/04/1997 08:00:00","11.848","3.482","4.577","1.623","6.481","2.327","","","","",""
"SAL133","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","3.697","3.0","2.17","1.849","3.99","1.512","0.34","0.067","0.092","0.069","0.066"
"PND165","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","0.442","0.483","0.142","0.366","0.502","0.181","0.086","0.033","0.015","0.022","0.016"
"MCK131","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","5.813","3.998","0.703","1.606","2.284","1.524","0.212","0.034","0.028","0.06","0.038"
"SND152","2016.0","SP","03/01/2016 09:00:00","05/31/2016 08:00:00","0.59","1.437","0.655","0.822","1.464","0.531","0.273","0.212","0.05","0.091","0.102"
"MCK131","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","3.938","6.76","0.302","1.856","2.128","2.276","0.222","0.047","0.037","0.084","0.033"
"SND152","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","3.979","4.364","1.04","2.11","3.117","1.643","0.214","0.27","0.055","0.104",""
"GTH161","2020.0","FA","09/01/2020 09:00:00","12/01/2020 08:00:00","0.128","0.307","0.127","0.173","0.298","0.155","0.152","0.019","0.023","0.046","0.013"
"GRB411","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","0.15","0.471","0.152","0.335","0.482","0.181","0.172","0.035","0.021","0.026","0.02"
"MCK131","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","6.219","3.812","1.326","2.084","3.377","1.465","0.317","0.122","0.056","0.078","0.042"
"PAR107","1998.0","SU","06/02/1998 09:00:00","09/01/1998 08:00:00","4.084","9.442","0.216","1.717","1.905","2.375","","","","",""
"PIN414","2020.0","SP","03/03/2020 09:00:00","06/02/2020 08:00:00","0.179","0.71","0.57","0.248","0.814","0.142","0.111","0.562","0.081","0.062","0.611"
"PSU106","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","8.769","4.46","1.656","1.92","3.546","1.94","0.272","0.08","0.042","0.057",""
"CDR119","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.28","1.425","0.068","0.367","0.429","0.503","0.105","0.021","0.02","0.073","0.033"
"NEC602","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.475","0.346","0.344","0.288","0.627","0.164","0.257","0.048","0.013","0.013","0.046"
"CHE185","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","1.983","1.891","2.364","0.908","3.257","1.127","0.301","0.143","0.035","0.071","0.123"
"DEN417","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","0.206","0.239","0.04","0.115","0.153","0.103","","","","",""
"VPI120","2004.0","SP","03/02/2004 09:00:00","06/01/2004 08:00:00","6.563","4.03","0.603","2.271","2.839","1.261","0.23","0.177","0.055","0.063","0.033"
"SUM156","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","1.415","2.917","0.475","0.698","1.163","0.638","0.141","0.599","0.084","0.073","0.277"
"EGB181","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.745","1.866","1.364","0.523","1.879","0.745","0.311","0.057","0.044","0.046","0.055"
"SEK402","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","1.784","2.049","1.205","2.491","3.657","0.992","0.226","0.178","0.053","0.134",""
"MAC426","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","0.549","1.326","0.58","0.742","1.31","0.541","0.269","0.081","0.04","0.073","0.048"
"GAS153","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.206","1.112","0.244","0.605","0.839","0.326","0.117","0.144","0.04","0.089","0.055"
"QAK172","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","4.704","2.223","2.22","0.891","3.097","1.205","0.229","0.196","0.051","0.051","0.124"
"QAK172","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","12.182","3.769","1.056","1.846","2.873","1.277","0.428","0.066","0.079","0.066","0.041"
"ROM406","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.123","0.363","0.281","0.328","0.604","0.134","0.144","0.032","0.022","0.024","0.015"
"NEC602","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.237","0.582","0.139","0.58","0.71","0.242","0.38","0.016","0.025","0.044","0.015"
"CAT175","1997.0","SU","06/03/1997 09:00:00","09/02/1997 08:00:00","3.241","5.015","0.23","2.367","2.559","1.348","","","","",""
"YOS404","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","0.966","1.136","0.425","1.702","2.099","0.474","0.128","0.157","0.036","0.066",""
"ASH135","1991.0","SU","06/04/1991 09:00:00","09/03/1991 08:00:00","0.7","2.035","0.163","0.441","0.596","0.603","","","","",""
"HOX148","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","3.113","1.927","2.215","0.955","3.155","1.119","0.178","0.108","0.043","0.037",""
"SUM156","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","0.373","1.874","0.485","0.439","0.917","0.3","0.136","0.652","0.092","0.078","0.324"
"SAL133","1994.0","FA","08/30/1994 09:00:00","11/29/1994 08:00:00","8.175","4.493","1.915","2.121","4.002","1.811","","","","",""
"PED108","2011.0","WI","11/30/2010 09:00:00","03/01/2011 08:00:00","3.328","2.139","0.755","1.018","1.757","0.942","0.071","0.115","0.018","0.051","0.055"
"SND152","1995.0","WI","11/29/1994 09:00:00","02/28/1995 08:00:00","7.566","3.42","3.252","0.956","4.193","2.1","","","","",""
"CAN407","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","0.318","0.507","0.165","0.607","0.762","0.183","0.175","0.048","0.025","0.065","0.041"
"ABT147","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.307","1.0","0.418","0.675","1.083","0.298","0.102","0.282","0.05","0.083","0.132"
"PIN414","1995.0","SP","02/28/1995 09:00:00","05/30/1995 08:00:00","","","","","","","","","","",""
"HWF187","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.168","0.729","0.082","0.225","0.303","0.254","0.073","0.043","0.02","0.052","0.04"
"PED108","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","8.336","3.133","0.664","2.013","2.645","1.169","","","","",""
"VIN140","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","6.114","4.009","2.1","1.244","3.325","1.39","1.534","0.093","0.11","0.116","0.056"
"PND165","1991.0","SP","02/26/1991 09:00:00","06/04/1991 08:00:00","0.285","0.697","0.237","0.244","0.477","0.241","","","","",""
"ROM206","2020.0","SU","06/02/2020 09:00:00","09/01/2020 08:00:00","0.173","0.509","0.205","0.467","0.665","0.221","0.213","0.037","0.028","0.078","0.016"
"WSP144","2017.0","SP","02/28/2017 09:00:00","05/30/2017 08:00:00","0.833","0.9","0.844","1.047","1.875","0.388","0.15","0.246","0.047","0.055","0.166"
"PAR107","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","7.561","3.532","0.635","1.518","2.129","1.048","","","","",""
"PND165","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.152","0.405","0.108","0.33","0.432","0.167","0.131","0.035","0.021","0.031","0.015"
"CNT169","1991.0","FA","09/03/1991 09:00:00","12/03/1991 08:00:00","0.428","0.509","0.101","0.325","0.421","0.191","","","","",""
"GAS153","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","1.451","1.618","0.551","0.946","1.481","0.574","0.096","0.233","0.035","0.064","0.095"
"CAN407","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.201","0.754","0.191","0.95","1.126","0.273","0.349","0.061","0.042","0.056","0.028"
"KIC003","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","0.798","1.662","1.91","0.878","2.774","0.747","1.667","0.093","0.062","0.095","0.033"
"GTH161","1997.0","SU","06/03/1997 09:00:00","09/02/1997 08:00:00","0.158","0.72","0.163","0.276","0.435","0.239","","","","",""
"ESP127","1991.0","SP","02/26/1991 09:00:00","06/04/1991 08:00:00","5.132","4.478","0.418","1.621","2.014","1.33","","","","",""
"THR422","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","0.699","0.833","0.59","0.305","0.89","0.33","0.405","0.042","0.057","0.048","0.02"
"WNC429","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.251","0.59","0.481","0.382","0.857","0.284","0.184","0.027","0.027","0.025","0.022"
"DEV412","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","0.197","0.639","0.438","0.994","1.416","0.198","0.19","0.154","0.032","0.023","0.053"
"QAK172","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.599","1.443","0.27","0.747","1.005","0.521","0.316","0.035","0.071","0.07","0.143"
"ALH157","1991.0","FA","09/03/1991 09:00:00","12/03/1991 08:00:00","11.228","4.297","2.525","1.462","3.964","2.009","","","","",""
"COW137","2020.0","FA","09/01/2020 09:00:00","12/01/2020 08:00:00","0.164","0.538","0.139","0.185","0.321","0.181","0.071","0.077","0.021","0.067","0.053"
"ROM406","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","0.188","0.633","0.349","0.333","0.676","0.218","0.194","0.043","0.027","0.032","0.014"
"BFT142","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","2.61","3.815","1.151","1.053","2.187","0.881","0.277","1.088","0.139","0.091",""
"CND125","1992.0","SP","03/03/1992 09:00:00","06/02/1992 08:00:00","4.517","5.381","0.388","2.284","2.636","1.685","","","","",""
"STK138","1994.0","SU","05/31/1994 09:00:00","08/30/1994 08:00:00","2.899","3.892","1.244","2.139","3.349","1.441","","","","",""
"HWF187","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.195","1.025","0.063","0.207","0.267","0.363","0.05","0.019","0.011","0.049","0.032"
"STK138","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","0.638","1.032","1.396","0.617","2.003","0.562","0.851","0.04","0.187","0.088","0.039"
"GTH161","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.103","0.417","0.142","0.28","0.417","0.189","0.165","0.036","0.027","0.061","0.017"
"HOX148","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.389","0.877","0.155","0.558","0.704","0.316","0.189","0.017","0.049","0.055","0.033"
"PRK134","2020.0","FA","09/01/2020 09:00:00","12/01/2020 08:00:00","0.273","0.614","0.829","0.268","1.093","0.298","0.6","0.047","0.083","0.069","0.05"
"DCP114","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","6.066","3.954","1.459","1.656","3.089","1.588","0.403","0.071","0.086","0.088","0.046"
"SUM156","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","1.619","4.497","0.369","1.066","1.418","1.074","0.12","0.473","0.068","0.072",""
"ASH235","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","2.095","1.356","0.477","0.354","0.825","0.363","","","","",""
"GLR468","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","0.169","0.33","0.297","0.219","0.513","0.179","0.025","0.052","0.006","0.024","0.028"
"CAN407","2022.0","SU","05/31/2022 09:00:00","08/30/2022 08:00:00","0.125","0.434","0.175","0.697","0.862","0.156","0.37","0.052","0.049","0.037","0.025"
